mask_fraction,n_timesteps_kept,feature_name,value,drift_from_baseline
0.4,18,NDWI_p95,0.3222915500730145,0.024325116576652817
0.4,18,EVI_mean,0.2185397828091285,0.009963513907650379
0.4,18,EVI_std,0.264359836230299,0.014616436632654689
0.4,18,EVI_min,0.02593070119857377,0.0014070311491490156
0.4,18,EVI_max,0.8217361007839974,0.0
0.4,18,EVI_p05,0.02959536245201954,0.0035170477682393113
0.4,18,EVI_p25,0.05433976433348417,0.002955837612754836
0.4,18,EVI_p50,0.07283023891521213,0.004917880868077679
0.4,18,EVI_p75,0.2606894055979434,0.024485776546575466
0.4,18,EVI_p95,0.8109833676328693,0.041986097158815405
0.4,18,NDVI_fft_amp_0,0.1884932498296537,0.005229147057716654
0.4,18,NDVI_fft_phase_0,0.0,0.0
0.4,18,NDVI_fft_amp_1,0.312676974089396,0.004674163104301021
0.4,18,NDVI_fft_phase_1,-2.993081522015422,0.014790146392954284
0.4,18,NDVI_fft_amp_2,0.20364391214869426,0.0034329596196615575
0.4,18,NDVI_fft_phase_2,0.3654766041931724,0.00231758508951585
0.4,18,NDVI_fft_amp_3,0.09112719077128215,0.001795969422338839
0.4,18,NDVI_fft_phase_3,-2.5859182786955492,0.009140247429633597
0.4,18,NDWI_fft_amp_0,0.00615229060924641,0.001190678405950791
0.4,18,NDWI_fft_phase_0,0.0,0.0
0.4,18,NDWI_fft_amp_1,0.1583558020728699,0.0026198657449488516
0.4,18,NDWI_fft_phase_1,-2.9675142428261614,0.00749990862198846
0.4,18,NDWI_fft_amp_2,0.10454613583138718,0.001693248964516239
0.4,18,NDWI_fft_phase_2,0.3235093254714623,0.011719785218978207
0.4,18,NDWI_fft_amp_3,0.041200711536867475,0.0015867634834135225
0.4,18,NDWI_fft_phase_3,-2.4904494492043527,0.10579977305788546
0.4,18,EVI_fft_amp_0,0.21616319920483934,0.0025052184093255214
0.4,18,EVI_fft_phase_0,0.0,0.0
0.4,18,EVI_fft_amp_1,0.2804558480219696,0.0043228749932211485
0.4,18,EVI_fft_phase_1,-2.9940820306777596,0.01946704227943874
0.4,18,EVI_fft_amp_2,0.18349839650426292,0.0027260814687782298
0.4,18,EVI_fft_phase_2,0.34017636761922027,0.008941396559612957
0.4,18,EVI_fft_amp_3,0.08462685537066846,0.0001740251459536185
0.4,18,EVI_fft_phase_3,-2.6177524154637877,0.005433867483411348
0.4,18,sog_doy,122.0,0.0
0.4,18,peak_doy,169.0,0.0
0.4,18,peak_value,0.855110794158821,0.0
0.4,18,senescence_doy,213.0,3.0
0.4,18,ndvi_auc,65.77678869145484,1.8249723231431219
0.4,18,ndvi_slope_pre_peak,0.01269771815160428,0.0
0.4,18,ndvi_slope_post_peak,-0.012706606097828872,0.0016616844036648707
0.4,18,maturity_duration_days,36.0,2.0
0.6,12,NDVI_mean,0.023555467564732147,0.1543336500948329
0.6,12,NDVI_std,0.06407242560050136,0.2132550836530841
0.6,12,NDVI_min,-0.03859744166479895,0.0
0.6,12,NDVI_max,0.21795317109862947,0.6371576230601915
0.6,12,NDVI_p05,-0.030670171226894527,0.008009852056902456
0.6,12,NDVI_p25,-0.011481721995759198,0.017880039536639976
0.6,12,NDVI_p50,0.009066815527459207,0.008319057101764282
0.6,12,NDVI_p75,0.029503029662224317,0.2451421806763234
0.6,12,NDVI_p95,0.13108911713511628,0.6580607919711646
0.6,12,NDWI_mean,-0.08537802094586601,0.07602893191820068
0.6,12,NDWI_std,0.03485564467845449,0.10532416719394884
0.6,12,NDWI_min,-0.11649511045938821,0.0
0.6,12,NDWI_max,0.01916028899539315,0.31014539522112833
0.6,12,NDWI_p05,-0.11360687654725515,0.0013490658016666324
0.6,12,NDWI_p25,-0.10836238880432975,0.004175035497117341
0.6,12,NDWI_p50,-0.09605406842731169,0.0142912856335536
0.6,12,NDWI_p75,-0.0805853673036265,0.1288155077604587
0.6,12,NDWI_p95,-0.02703327020359495,0.3249997036999567
0.6,12,EVI_mean,0.07057075930525615,0.138005509596222
0.6,12,EVI_std,0.061862159843819896,0.18788123975382442
0.6,12,EVI_min,0.024523670049424753,0.0
0.6,12,EVI_max,0.2555417098982766,0.5661943908857208
0.6,12,EVI_p05,0.025297537181456713,0.000780777502323516
0.6,12,EVI_p25,0.029246233325748463,0.02213769339498087
0.6,12,EVI_p50,0.05293990728284722,0.014972450764287236
0.6,12,EVI_p75,0.07418127806298512,0.21099390408153373
0.6,12,EVI_p95,0.17928124160125572,0.5897160288727982
0.6,12,NDVI_fft_amp_0,0.058079044642271524,0.12518505812966552
0.6,12,NDVI_fft_phase_0,0.0,0.0
0.6,12,NDVI_fft_amp_1,0.09621197940048312,0.2211391577932139
0.6,12,NDVI_fft_phase_1,3.021531376986282,5.99982275260875
0.6,12,NDVI_fft_amp_2,0.029664448997313478,0.17741242277104236
0.6,12,NDVI_fft_phase_2,-0.1423618322013189,0.5055208513049755
0.6,12,NDVI_fft_amp_3,0.026565736708781013,0.06635742348483997
0.6,12,NDVI_fft_phase_3,1.257056995794028,3.8338350270599437
0.6,12,NDWI_fft_amp_0,0.07137725153333499,0.0640342825181378
0.6,12,NDWI_fft_phase_0,0.0,0.0
0.6,12,NDWI_fft_amp_1,0.04667643577223221,0.11429923204558654
0.6,12,NDWI_fft_phase_1,3.0360195537238077,6.011033705171958
0.6,12,NDWI_fft_amp_2,0.023196408144463148,0.08304297665144027
0.6,12,NDWI_fft_phase_2,-0.3823446974916941,0.7175738081821346
0.6,12,NDWI_fft_amp_3,0.016353926854461732,0.026433548165819266
0.6,12,NDWI_fft_phase_3,1.2790294845048493,3.8752787067670873
0.6,12,EVI_fft_amp_0,0.10553251622925251,0.1081254645662613
0.6,12,EVI_fft_phase_0,0.0,0.0
0.6,12,EVI_fft_amp_1,0.09425254669920144,0.1905261763159893
0.6,12,EVI_fft_phase_1,3.0970817761628577,6.071696764561178
0.6,12,EVI_fft_amp_2,0.02864173042467864,0.15758274754836252
0.6,12,EVI_fft_phase_2,-0.23651720711539231,0.5677521781749997
0.6,12,EVI_fft_amp_3,0.025230414539979804,0.05957046597664227
0.6,12,EVI_fft_phase_3,1.1787708939815151,3.801957176928714
0.6,12,sog_doy,NaN,NaN
0.6,12,peak_doy,NaN,NaN
0.6,12,peak_value,NaN,NaN
0.6,12,senescence_doy,NaN,NaN
0.6,12,ndvi_auc,NaN,NaN
0.6,12,ndvi_slope_pre_peak,NaN,NaN
0.6,12,ndvi_slope_post_peak,NaN,NaN
0.6,12,maturity_duration_days,NaN,NaN
