patch_id,instance_id,boundary_ratio
10001,95,0.6666666666666666
10001,96,0.9629629629629629
10001,97,0.6274509803921569
10001,98,0.875
10001,99,0.5375
10001,100,0.4810126582278481
10001,101,0.2375
10001,102,0.3614457831325301
10001,103,0.7297297297297297
10001,104,1.0
10001,105,0.3533834586466165
10001,106,0.8928571428571429
10001,107,0.6875
10001,108,0.5892857142857143
10001,109,0.6470588235294118
10001,110,1.0
10001,111,1.0
10002,1,0.29213483146067415
10002,2,1.0
10002,3,0.5294117647058824
10002,4,0.3015075376884422
10002,5,0.5606060606060606
10002,6,0.32075471698113206
10002,7,0.6521739130434783
10002,8,0.30434782608695654
10002,9,0.2787878787878788
10002,10,0.4551282051282051
10002,11,0.8837209302325582
10002,12,0.4857142857142857
10002,13,0.5061728395061729
10002,14,0.3443708609271523
10002,15,0.5673076923076923
10002,16,0.3235294117647059
10002,17,1.0
10002,18,1.0
10002,19,0.3333333333333333
10002,20,0.0
10002,21,0.6818181818181818
10002,22,0.8947368421052632
10002,23,0.8214285714285714
10002,24,0.4827586206896552
10002,25,0.575
10002,26,0.8947368421052632
10002,27,0.35074626865671643
10002,28,0.41333333333333333
10002,29,1.0
10002,30,0.5866666666666667
10002,31,0.3431372549019608
10002,32,0.9375
10002,33,1.0
10002,34,0.5487804878048781
10002,35,0.07407407407407407
10002,36,0.6415094339622641
10002,37,0.7857142857142857
10002,38,0.6818181818181818
10002,39,0.7
10002,40,0.43478260869565216
10002,41,0.5862068965517241
10002,42,0.6808510638297872
10002,43,0.4
10002,44,0.5526315789473685
10002,45,0.7575757575757576
10002,46,0.5842696629213483
10002,47,0.524822695035461
10002,48,1.0
10002,49,0.4444444444444444
10002,50,0.6521739130434783
10002,51,0.7608695652173914
10002,52,0.4935064935064935
10002,53,0.1951219512195122
10002,54,0.8333333333333334
10002,55,1.0
10002,56,0.5094339622641509
10002,57,0.7073170731707317
10002,58,0.3783783783783784
10002,59,0.5862068965517241
10002,60,0.27014218009478674
10002,61,0.2037037037037037
10002,62,0.2727272727272727
10002,63,0.422680412371134
10002,64,0.52
10002,65,0.6176470588235294
10002,66,0.6470588235294118
10002,67,0.603448275862069
10002,68,0.6875
10002,69,0.391304347826087
10002,70,0.7222222222222222
10002,71,1.0
10002,72,0.6486486486486487
10002,73,0.5154639175257731
10002,74,0.5370370370370371
10002,75,0.6530612244897959
10002,76,0.5769230769230769
10002,77,0.20930232558139536
10002,78,0.5555555555555556
10002,79,1.0
10002,80,0.6666666666666666
10002,82,0.44
10002,83,0.7878787878787878
10002,84,0.4268292682926829
10002,85,1.0
10002,86,0.4444444444444444
10002,87,0.5
10002,88,0.41379310344827586
10002,89,0.25
10002,90,0.6545454545454545
10002,91,0.3597560975609756
10002,92,0.76
10002,93,0.7391304347826086
10002,94,0.5301204819277109
10002,95,0.3181818181818182
10002,96,0.3611111111111111
10002,97,0.35036496350364965
10002,98,0.6785714285714286
10002,99,0.2804232804232804
10002,100,0.17562724014336917
10002,101,0.45454545454545453
10002,102,0.75
10002,103,0.569620253164557
10002,104,0.25301204819277107
10002,105,0.4166666666666667
10002,106,0.0
10002,107,0.9166666666666666
10002,108,0.38860103626943004
10002,109,0.6
10002,110,0.9565217391304348
10002,111,0.6739130434782609
10002,112,0.5733333333333334
10002,113,0.8375
10002,114,1.0
10002,115,0.7142857142857143
10002,116,0.7037037037037037
10002,117,0.3615023474178404
10002,118,0.5714285714285714
10002,119,0.4375
10002,120,0.5480769230769231
10002,121,0.4074074074074074
10002,122,0.2608695652173913
10002,123,0.3284671532846715
10002,124,0.7317073170731707
10002,125,0.75
10002,126,0.25
10002,127,0.22321428571428573
10002,128,0.6785714285714286
10002,129,0.4774774774774775
10002,130,0.2835820895522388
10002,131,0.5981308411214953
10003,1,0.30566037735849055
10003,2,0.07692307692307693
10003,3,0.6818181818181818
10003,4,0.2777777777777778
10003,5,0.15424164524421594
10003,6,0.6666666666666666
10003,7,0.37815126050420167
10003,8,0.2692307692307692
10003,9,1.0
10003,10,0.45
10003,11,0.36752136752136755
10003,12,0.0
10003,13,1.0
10003,14,1.0
10003,15,0.08068783068783068
10003,16,0.75
10003,17,0.3612040133779264
10003,18,0.21212121212121213
10003,19,1.0
10003,20,0.3764705882352941
10003,21,0.44339622641509435
10003,22,0.625
10003,23,0.2727272727272727
10003,24,0.23325635103926096
10003,25,0.19013062409288825
10003,26,0.96
10003,27,0.8108108108108109
10003,28,0.21052631578947367
10003,29,0.24752475247524752
10003,30,0.4423076923076923
10003,31,0.9047619047619048
10003,32,0.3918918918918919
10003,33,0.16258351893095768
10003,34,0.39814814814814814
10003,35,0.44642857142857145
10003,36,0.0
10003,37,0.25
10003,38,0.5
10003,39,0.9696969696969697
10003,40,0.2404692082111437
10003,41,0.34660421545667447
10003,42,0.2437357630979499
10003,43,0.26903553299492383
10003,44,1.0
10003,45,0.3675889328063241
10003,46,0.47643979057591623
10003,47,0.2826086956521739
10003,48,0.3130699088145897
10003,49,0.5652173913043478
10003,50,0.15366146458583432
10003,51,0.1788154897494305
10003,52,0.37142857142857144
10003,53,0.9354838709677419
10003,54,0.18847209515096067
10003,55,0.4104938271604938
10003,56,0.9795918367346939
10003,57,0.09090909090909091
10003,58,0.3008595988538682
10003,59,0.6158940397350994
10003,60,0.6307692307692307
10003,61,0.14425427872860636
10003,62,0.5915492957746479
10003,63,0.49504950495049505
10003,64,0.5148514851485149
10003,65,0.56
10003,66,0.32653061224489793
10003,67,0.19230769230769232
10003,68,1.0
10003,69,1.0
10003,70,0.30638297872340425
10003,71,0.3423076923076923
10003,72,0.46987951807228917
10003,73,0.5857142857142857
10003,74,0.36231884057971014
10003,75,0.1662269129287599
